nro,tproc,as,ccon,finicio,fdesp,fvenc1,fvenc2,fres,tres,mat,justiciables,reccap,iep
19552,DIVORCIO,S,0,09/11/2015,13/06/2017,24/08/2017,23/10/2017,13/06/2017,7,NA,2,0,jdofam0200pna
5352,APREMIO,S,0,30/06/2017,30/10/2017,13/11/2017,NA,13/11/2017,10,NA,2,2922,jdopaz0000gay
10678/ C-S2 Fº 93,DIVORCIO,S,1,29/03/2017,17/10/2017,14/11/2017,13/12/2017,13/11/2017,7,F,2,0,jdofam0002uru
15137 F,DIVORCIO,S,1,10/05/2017,17/11/2017,05/02/2018,19/03/2017,04/11/2017,10,F,2,0,jdocco0000fed
4960,MONITORIO APREMIO,S,0,22/11/2017,22/11/2017,06/12/2017,22/12/2017,23/11/2017,NA,NA,3,2438.1,jdopaz0000frl
22037,HOMOLOGACION DE CONVENIO (CIVIL),S,0,20/09/2017,02/11/2017,17/11/2017,04/12/2017,02/11/2017,NA,NA,2,0,jdofam0100pna
10197,EJECUTIVO,S,0,01/06/2017,21/11/2017,05/12/2017,13/12/2017,27/11/2017,10,NA,1,0,jdocco0100gay
564/15,USUCAPION,S,1,11/12/2015,07/09/2017,06/11/2017,07/02/2018,22/11/2017,10,C,3,0,jdocco0100gch
21786,DIVORCIO,S,0,27/07/2017,13/11/2017,14/02/2018,12/04/2018,13/11/2017,7,NA,2,0,jdofam0200pna
33625,MONITORIO APREMIO,S,0,22/11/2017,28/11/2017,13/12/2017,28/12/2017,28/11/2017,8,NA,1,2784.83,jdopaz0100pna
33324,SUMARISIMO COBRO DE PESOS,S,1,26/05/2016,09/10/2017,07/11/2017,NA,06/11/2017,NA,NA,3,0,jdocco0300pna
18699,RESTRICCIONES A LA CAPACIDAD,S,0,08/03/2017,13/11/2017,06/12/2017,29/12/2017,06/02/2018,7,FALSE,2,0,jdofam0300pna
15494,RESTRICCIONES A LA CAPACIDAD,S,0,14/11/2012,18/09/2017,10/10/2017,01/11/2017,22/09/2017,7,NA,8,0,jdofam0200pna
33532,MONITORIO APREMIO,S,0,09/11/2017,17/11/2017,04/12/2017,19/12/2017,17/11/2017,8,NA,1,17782.51,jdopaz0100pna
13675,LABORAL,S,1,15/11/2017,21/11/2017,05/12/2017,20/12/2017,21/11/2017,1,L,2,0,jdocco0000vic
22385,MONITORIO EJECUTIVO,S,0,30/10/2017,03/11/2017,21/11/2017,05/12/2017,06/11/2017,8,NA,2,216899.2,jdocco0501con
21748,HOMOLOGACION DE CONVENIO (CIVIL),S,0,07/07/2017,30/08/2017,26/09/2017,26/10/2017,30/08/2017,7,NA,1,0,jdofam0200pna
22183,HOMOLOGACION DE CONVENIO (CIVIL),S,0,20/10/2017,30/10/2017,13/11/2017,29/11/2017,30/10/2017,7,NA,1,0,jdofam0200pna
4233,APREMIO,S,0,13/04/2015,24/10/2017,08/11/2017,NA,08/11/2017,10,NA,2,878,jdopaz0000gay
44553,EJECUCION DE HONORARIOS,S,0,25/11/2016,07/11/2017,23/11/2017,07/12/2017,07/11/2017,NA,NA,2,9450,jdocco1002pna
664/L,COBRO DE PESOS,s,1,20/12/2013,24/10/2017,07/11/2017,22/11/2017,09/11/2017,1,L,2,481664.02,jdocco0000ssa
15552,MONITORIO APREMIO,S,1,03/11/2017,03/11/2017,21/11/2017,05/12/2017,17/11/2017,10,C,2,82895.25,jdocco0000fed
21296,EJECUCION DE CONVENIO,S,0,23/03/2017,10/08/2017,25/08/2017,11/09/2017,10/08/2017,1,F,2,0,jdofam0200pna
22192,HOMOLOGACION DE CONVENIO (CIVIL),S,0,24/10/2017,07/11/2017,23/11/2017,07/12/2017,07/11/2017,1,NA,1,0,jdofam0200pna
13437,APREMIO,S,0,01/02/2017,30/10/2017,13/11/2017,NA,13/11/2017,10,NA,3,6298.34,jdopaz0000uru
33473,MONITORIO APREMIO,S,0,03/11/2017,08/11/2017,23/11/2017,11/12/2017,08/11/2017,8,NA,1,15220.89,jdopaz0100pna
12047FA,NA,s,1,29/10/2007,14/11/2017,07/12/2017,01/02/2017,05/12/2017,7,NA,1,0,jdofam0000frl
20898,CUIDADO PERSONAL DEL HIJO O DE LOS HIJOS,S,0,28/08/2017,06/11/2017,20/11/2017,04/12/2017,06/11/2017,NA,NA,3,0,jdofam0400pna
16366,MONITORIO EJECUTIVO,S,0,10/10/2017,03/11/2017,21/11/2017,05/12/2017,06/11/2017,8,NA,2,8578.72,jdopaz0000con
10281/C/S1 Fº427,VIOLENCIA FAMILIAR,S,0,26/09/2014,27/10/2017,03/11/2017,10/11/2017,01/11/2017,7,F,1,0,jdofam0100uru
33739,MONITORIO EJECUTIVO,S,0,18/10/2017,01/11/2017,15/11/2017,01/12/2017,01/11/2017,8,NA,2,7600,jdopaz0200pna
17587,DIVORCIO,S,0,27/06/2016,12/12/2017,14/02/2018,14/03/2018,09/03/2018,7,FALSE,2,0,jdofam0300pna
4343/17,EJECUTIVO,S,1,11/04/2017,01/11/2017,15/11/2017,01/12/2017,07/11/2017,10,C,2,0,jdopaz0000cha
13026,EJECUCION DE SENTENCIA,S,0,13/09/2016,10/11/2017,28/11/2017,13/12/2017,28/11/2017,10,C,2,0,jdocco0000vic
3159,RESTRICCIONES A LA CAPACIDAD,S,0,16/04/2004,24/10/2017,14/11/2017,07/12/2017,30/11/2017,NA,NA,1,0,jdofam0100pna
18324,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,07/12/2016,11/10/2017,09/11/2017,11/12/2017,24/11/2017,7,FALSE,1,0,jdofam0300pna
581/,DIVORCIO,S,1,10/05/2017,15/11/2017,01/12/2017,/  /,30/11/2017,10,F,0,NA,jdocco0000vpa
4183,EJECUTIVO,S,1,26/12/2016,24/11/2017,11/12/2017,NA,28/11/2017,10,NA,2,0,jdopaz0000gch
21647,DIVORCIO,S,1,05/07/2017,23/11/2017,22/12/2017,22/02/2018,27/11/2017,NA,NA,2,0,jdofam0100pna
13594,EJECUTIVO,S,0,28/07/2016,21/11/2017,05/12/2017,20/12/2017,28/11/2017,10,NA,2,4450,jdopaz0000con
"000367/17""L""",HOMOLOGACION DE CONVENIO,S,0,06/11/2017,17/11/2017,04/12/2017,19/12/2017,24/11/2017,10,L,2,0,jdocco0200cha
12879/16,ORDINARIO DAÑOS Y PERJUICIOS,S,1,04/02/2016,20/10/2017,21/12/2017,22/03/2018,06/11/2017,10,C,5,0,jdocco0100cha
48247,MONITORIO EJECUTIVO,S,0,27/10/2017,29/11/2017,14/12/2017,29/12/2017,29/11/2017,8,NA,2,35849.52,jdocco1001pna
21088,HOMOLOGACION DE CONVENIO (CIVIL),S,0,03/10/2017,07/11/2017,21/11/2017,05/12/2017,07/11/2017,NA,NA,1,0,jdofam0400pna
13299,EJECUTIVO,S,0,26/05/2016,21/11/2017,05/12/2017,20/12/2017,12/12/2017,10,NA,2,549,jdopaz0000con
483/11,ORDINARIO ACCION REIVINDICATORIA,S,1,21/11/2011,13/09/2017,27/09/2017,13/10/2017,05/10/2017,7,C,8,0,jdocco0100gch
4285,EJECUTIVO,S,1,23/02/2017,24/11/2017,11/12/2017,NA,28/11/2017,10,NA,2,0,jdopaz0000gch
47602,MONITORIO EJECUTIVO,s,0,30/08/2017,23/11/2017,07/12/2017,22/12/2017,23/11/2017,8,NA,2,37318.12,jdocco1002pna
9249,CUIDADO PERSONAL DEL HIJO O DE LOS HIJOS,S,0,10/11/2016,20/09/2017,17/11/2017,NA,07/11/2017,7,FALSE,3,0,jdofam0001col
2099,EJECUTIVO,S,1,18/05/2017,14/11/2017,28/11/2017,NA,17/11/2017,7,NA,1,0,jdopaz0000nog
2818,TUTELA,S,0,18/05/2017,28/09/2017,13/10/2017,30/10/2017,02/10/2017,NA,NA,4,0,jdofam0000nog
5396,MONITORIO APREMIO,S,1,24/11/2017,24/11/2017,11/12/2017,NA,06/12/2017,8,C,2,44385.69,jdocco0200nog
33429,MONITORIO EJECUTIVO,s,0,30/10/2017,07/11/2017,22/11/2017,07/12/2017,07/11/2017,8,NA,1,7419.96,jdopaz0100pna
34016,MONITORIO APREMIO,S,0,10/11/2017,30/11/2017,15/12/2017,01/02/2018,30/11/2017,8,NA,2,2463.69,jdopaz0200pna
21636,INCIDENTE CESE CUOTA ALIMENTARIA,S,0,13/06/2017,22/11/2017,06/12/2017,21/12/2017,23/11/2017,7,NA,2,0,jdofam0200pna
21821,DIVORCIO,S,1,04/08/2017,25/09/2017,24/11/2017,23/02/2018,25/09/2017,7,NA,2,0,jdofam0200pna
33965,MONITORIO APREMIO,S,0,08/11/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,8,NA,2,18612.14,jdopaz0200pna
33601,MONITORIO EJECUTIVO,s,0,15/11/2017,23/11/2017,07/12/2017,22/12/2017,23/11/2017,8,NA,1,623.6,jdopaz0100pna
15875,EJECUCION DE HONORARIOS,S,0,05/07/2017,07/11/2017,23/11/2017,07/12/2017,22/11/2017,10,NA,2,10850,jdopaz0000con
3529,EJECUTIVO,S,1,26/02/2016,08/11/2017,24/11/2017,NA,14/11/2017,10,NA,2,0,jdopaz0000gch
3970Fº187-2016,EJECUTIVO,S,1,23/08/2016,13/11/2017,29/11/2017,14/12/2017,13/11/2017,NA,NA,2,0,jdopaz0000col
5784,INCIDENTE DE FIJACION DE CANON LOCATIVO,S,1,15/04/2016,03/11/2017,21/11/2017,05/12/2017,23/11/2017,NA,NA,4,0,jdocco0300con
48218,MONITORIO EJECUTIVO,S,0,27/10/2017,29/11/2017,14/12/2017,29/12/2017,29/11/2017,8,NA,2,31213.32,jdocco1001pna
1974,DIVORCIO POR MUTUO CONSENTIMIENTO,S,0,18/08/2017,23/11/2017,22/02/2018,NA,05/12/2017,NA,NA,2,0,jdofam0000tal
999/L,COBRO DE PESOS,s,1,04/08/2014,15/11/2017,30/11/2017,15/12/2017,17/11/2017,10,L,1,228095.66,jdocco0000ssa
3911/14,ORDINARIO DAÑOS Y PERJUICIOS,S,1,29/12/2014,07/12/2017,22/12/2017,02/02/2018,13/12/2017,10,C,2,0,jdocco0200cha
18686,ORDINARIO IMPUGNACION DE PATERNIDAD,S,0,08/04/2015,08/08/2017,06/10/2017,06/12/2017,18/09/2017,7,NA,2,0,jdofam0200pna
20214,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,0,31/10/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,7,FALSE,2,0,jdofam0300pna
33722,EJECUTIVO,S,0,18/10/2017,28/11/2017,13/12/2017,28/12/2017,28/11/2017,NA,NA,1,2224,jdopaz0200pna
33636,MONITORIO EJECUTIVO,s,0,22/11/2017,29/11/2017,14/12/2017,29/12/2017,29/11/2017,8,NA,2,5063.54,jdopaz0100pna
48053,MONITORIO EJECUTIVO,S,0,09/10/2017,13/11/2017,29/11/2017,14/12/2017,13/11/2017,8,NA,2,61234.76,jdocco1002pna
13771,MONITORIO EJECUTIVO,S,0,30/10/2017,03/11/2017,21/11/2017,NA,21/11/2017,8,NA,1,5559.63,jdopaz0000uru
14970,APREMIO,S,0,08/02/2017,21/11/2017,05/12/2017,20/12/2017,27/11/2017,10,NA,3,13543.41,jdopaz0000con
48273,MONITORIO EJECUTIVO,S,0,27/10/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,8,NA,2,40193.33,jdocco1002pna
15357,DECLARACION DE INCAPACIDAD,S,0,10/10/2012,06/10/2017,30/10/2017,22/11/2017,09/10/2017,7,NA,6,0,jdofam0200pna
47135,MONITORIO EJECUTIVO,S,0,05/07/2017,29/11/2017,14/12/2017,29/12/2017,29/11/2017,8,NA,3,89992.54,jdocco1002pna
18567,MONITORIO APREMIO,S,0,21/11/2017,21/11/2017,05/12/2017,20/12/2017,30/11/2017,8,C,1,0,jdocco0000frl
4193,EJECUTIVO,s,1,27/12/2016,07/11/2017,23/11/2017,NA,13/11/2017,10,NA,2,0,jdopaz0000gch
21796,EJECUTIVO,S,0,07/07/2017,13/11/2017,29/11/2017,14/12/2017,30/11/2017,10,NA,3,50765,jdocco0502con
4722Fº221-2017,APREMIO,S,1,26/07/2017,13/11/2017,29/11/2017,14/12/2017,13/11/2017,NA,NA,2,0,jdopaz0000col
19.643,ORDINARIO TENENCIA DE HIJOS,S,1,18/09/2017,30/11/2017,01/02/2018,11/05/2018,30/11/2017,1,FALSE,3,0,jdofam0201con
4945,MONITORIO APREMIO,S,0,15/11/2017,15/11/2017,01/12/2017,18/12/2017,17/11/2017,NA,NA,3,15052.47,jdopaz0000frl
4909,MONITORIO EJECUTIVO,S,0,05/10/2017,14/11/2017,30/11/2017,15/12/2017,01/12/2017,NA,NA,2,21481.2,jdopaz0000frl
21822,HOMOLOGACION DE CONVENIO (CIVIL),S,0,04/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,1,NA,3,0,jdofam0200pna
13629,MONITORIO EJECUTIVO,S,0,06/09/2017,18/10/2017,01/11/2017,NA,01/11/2017,8,NA,2,12850.84,jdopaz0000uru
5660/17,DIVORCIO,S,0,02/10/2017,02/11/2017,04/12/2017,05/02/2018,30/11/2017,7,F,2,0,jdofam0000cha
34014,MONITORIO APREMIO,S,0,10/11/2017,30/11/2017,15/12/2017,01/02/2018,30/11/2017,8,NA,2,3714.2,jdopaz0200pna
13751,MONITORIO EJECUTIVO,S,0,24/10/2017,03/11/2017,20/11/2017,NA,20/11/2017,8,NA,1,5620.29,jdopaz0000uru
2045,EJECUTIVO,S,1,26/04/2017,23/11/2017,07/12/2017,NA,29/11/2017,7,NA,1,0,jdopaz0000nog
4527/17,MONITORIO EJECUTIVO,S,1,07/08/2017,27/10/2017,10/11/2017,29/11/2017,13/11/2017,8,C,2,0,jdopaz0000cha
4369Fº205-2017,EJECUTIVO,S,1,21/02/2017,02/11/2017,16/11/2017,01/12/2017,02/11/2017,NA,NA,2,0,jdopaz0000col
48325,MONITORIO APREMIO,S,0,02/11/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,6,NA,2,0,jdocco1001pna
1319,MONITORIO EJECUTIVO,S,1,26/07/2017,31/10/2017,14/11/2017,29/11/2017,13/11/2017,7,C,2,0,jdopaz0000lpa
34004,MONITORIO APREMIO,S,0,09/11/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,8,NA,1,7994.47,jdopaz0200pna
21826,HOMOLOGACION DE CONVENIO (CIVIL),s,0,03/08/2017,22/08/2017,06/09/2017,20/09/2017,22/08/2017,7,NA,1,0,jdofam0200pna
33330,EJECUTIVO,S,0,18/10/2017,22/11/2017,06/12/2017,21/12/2017,22/11/2017,8,NA,1,771,jdopaz0100pna
5261,APREMIO,S,0,28/04/2017,30/10/2017,14/11/2017,NA,14/11/2017,10,NA,2,3941.5,jdopaz0000gay
18419,ORDINARIO CUMPLIMIENTO DE CONTRATO,S,1,30/07/2015,02/08/2017,02/10/2017,30/11/2017,27/11/2017,7,NA,5,0,jdocco0700pna
3106,VIOLENCIA FAMILIAR,S,0,08/08/2017,08/11/2017,13/11/2017,NA,08/11/2017,NA,NA,2,0,jdofam0000nog
15834,COBRO DE PESOS,S,0,08/09/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,6,NA,2,0,jdocco0600pna
13628,MONITORIO EJECUTIVO,S,0,06/09/2017,03/11/2017,21/11/2017,NA,21/11/2017,8,NA,1,19646.54,jdopaz0000uru
22336,HOMOLOGACION DE CONVENIO (CIVIL),S,0,01/12/2017,11/12/2017,26/12/2017,09/02/2018,11/12/2017,7,NA,1,0,jdofam0200pna
3848,VIOLENCIA DE GENERO,S,1,31/10/2017,06/11/2017,11/11/2017,16/11/2017,06/11/2017,NA,NA,2,0,jdofam0000nog
4635/17,EJECUCION DE SENTENCIA,S,1,28/09/2017,06/12/2017,21/12/2017,07/02/2018,11/12/2017,10,C,2,0,jdocco0200cha
13146,LABORAL,S,1,12/12/2016,21/11/2017,05/12/2017,20/12/2017,22/11/2017,2,L,4,0,jdocco0000vic
5808,MONITORIO,S,1,05/10/2017,07/11/2017,23/11/2017,07/12/2017,22/11/2017,8,C,2,65590,jdocco0200lpa
4917,MONITORIO EJECUTIVO,S,0,05/10/2017,14/11/2017,30/11/2017,15/12/2017,05/12/2017,NA,NA,2,30381.38,jdopaz0000frl
31952,EJECUTIVO,S,0,17/02/2017,22/11/2017,06/12/2017,21/12/2017,22/11/2017,NA,NA,2,905.3,jdopaz0200pna
4906,MONITORIO EJECUTIVO,S,0,05/10/2017,14/11/2017,30/11/2017,15/12/2017,24/11/2017,NA,NA,2,10755.4,jdopaz0000frl
14033,ORDINARIO ACCIDENTES DE TRANSITO,S,1,30/12/2013,31/03/2017,01/06/2017,11/08/2017,31/07/2017,NA,NA,5,0,jdocco0600pna
4964,MONITORIO,S,1,19/10/2017,01/11/2017,15/11/2017,01/12/2017,13/11/2017,8,C,1,0,jdocco0200vil
5597/17,DIVORCIO,s,0,14/09/2017,25/10/2017,24/11/2017,25/12/2017,17/11/2017,7,f,2,0,jdofam0000cha
33517,MONITORIO APREMIO,S,0,09/11/2017,17/11/2017,04/12/2017,19/12/2017,17/11/2017,8,NA,1,14022.91,jdopaz0100pna
47496,EJECUCION DE CONVENIO,S,0,18/08/2017,21/11/2017,05/12/2017,20/12/2017,21/11/2017,5,NA,2,34846,jdocco1001pna
48332,MONITORIO EJECUTIVO,S,0,03/11/2017,17/11/2017,04/12/2017,19/12/2017,17/11/2017,8,NA,2,25e3,jdocco1001pna
47212,MONITORIO EJECUTIVO,S,0,24/07/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,6,NA,2,29936,jdocco1001pna
33735,APREMIO,S,0,18/10/2017,01/11/2017,15/11/2017,01/12/2017,01/11/2017,8,NA,1,7612.72,jdopaz0200pna
22342,MONITORIO APREMIO,S,0,24/10/2017,08/11/2017,24/11/2017,11/12/2017,21/11/2017,8,NA,2,37718.25,jdocco0502con
33344,EJECUTIVO,S,0,19/10/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,NA,NA,1,828,jdopaz0100pna
19395,REGIMEN DE COMUNICACION,S,0,08/10/2015,21/06/2017,02/08/2017,31/08/2017,28/06/2017,7,NA,2,0,jdofam0200pna
2338,ACCION DE AMPARO,S,1,24/10/2017,07/11/2017,10/11/2017,NA,07/11/2017,7,NA,1,0,jdopaz0000nog
46217,EJECUCION DE HONORARIOS,S,0,03/04/2017,09/11/2017,28/11/2017,13/12/2017,09/11/2017,NA,NA,2,15500,jdocco1002pna
33581,MONITORIO EJECUTIVO,s,0,13/11/2017,24/11/2017,11/12/2017,26/12/2017,24/11/2017,8,NA,2,3397,jdopaz0100pna
19.721,DIVORCIO,S,1,17/10/2017,15/11/2017,02/02/2018,20/04/2018,15/11/2017,7,FALSE,2,0,jdofam0201con
4635,APREMIO,S,0,01/02/2017,15/11/2017,01/12/2017,18/12/2017,17/11/2017,NA,NA,2,11611.31,jdopaz0000frl
22357,HOMOLOGACION DE CONVENIO,S,1,08/11/2017,04/12/2017,19/12/2017,05/02/2018,04/12/2017,NA,NA,1,0,jdofam0100pna
48246,MONITORIO EJECUTIVO,S,0,27/10/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,8,NA,2,99618.26,jdocco1001pna
7181E,ACCION DE AMPARO,S,1,10/11/2017,14/11/2017,21/11/2017,NA,14/11/2017,10,NA,1,0,jdocco0301uru
17634,ALIMENTOS,S,0,06/06/2014,07/12/2017,22/12/2017,08/02/2018,11/12/2017,2,NA,4,0,jdofam0200pna
48059,MONITORIO EJECUTIVO,S,0,09/10/2017,08/11/2017,24/11/2017,11/12/2017,08/11/2017,8,NA,2,37337.71,jdocco1002pna
48219,MONITORIO EJECUTIVO,S,0,27/10/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,8,NA,2,29738.52,jdocco1001pna
15543,MONITORIO EJECUTIVO,S,1,03/11/2017,03/11/2017,19/12/2017,12/02/2018,27/11/2017,10,C,2,61473,jdocco0000fed
21701,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,17/07/2017,13/11/2017,22/11/2017,29/11/2017,27/11/2017,0,NA,1,0,jdofam0100pna
22125,DIVORCIO,S,0,12/10/2017,27/11/2017,26/02/2018,24/04/2018,27/11/2017,7,NA,2,0,jdofam0200pna
13762,ALIMENTOS INCIDENTE AUMENTO CUOTA ALIMENTARIA,S,0,02/08/2011,09/10/2017,24/10/2017,07/11/2017,09/10/2017,1,NA,5,0,jdofam0200pna
48007,MONITORIO EJECUTIVO,S,0,05/10/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,8,NA,2,26231.01,jdocco1002pna
6276,USUCAPION,S,1,22/10/2013,07/04/2017,08/06/2017,04/08/2017,30/11/2017,NA,C,4,0,jdocco0000tal
8012,MONITORIO EJECUTIVO,S,1,19/10/2017,03/11/2017,21/11/2017,05/12/2017,22/11/2017,9,C,3,0,jdocco0100vil
3916,MONITORIO APREMIO,S,1,27/10/2017,23/11/2017,07/12/2017,22/12/2017,24/11/2017,8,C,2,0,jdopaz0000vic
19.779,DIVORCIO,S,1,02/11/2017,30/11/2017,05/03/2018,04/05/2018,30/11/2017,7,FALSE,2,0,jdofam0201con
16565,MONITORIO EJECUTIVO,S,0,31/10/2017,17/11/2017,04/12/2017,19/12/2017,21/11/2017,8,NA,2,12552.46,jdopaz0000con
15646,EJECUCION DE HONORARIOS,S,0,28/03/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,10,NA,2,0,jdocco0600pna
15783,APREMIO,S,0,27/06/2017,23/11/2017,07/12/2017,22/12/2017,29/11/2017,10,NA,2,8308.43,jdopaz0000con
4501/17,MONITORIO EJECUTIVO,S,1,05/07/2017,10/10/2017,25/10/2017,08/11/2017,01/11/2017,8,C,2,0,jdopaz0000cha
463/,DIVORCIO,S,0,22/09/2016,27/10/2017,13/11/2017,/  /,14/11/2017,10,F,0,NA,jdocco0000vpa
1416,MONITORIO EJECUTIVO,S,1,27/09/2017,25/10/2017,08/11/2017,22/11/2017,06/11/2017,7,C,1,0,jdopaz0000lpa
5361,HOMOLOGACION DE CONVENIO,S,0,02/11/2017,24/11/2017,11/12/2017,26/12/2017,24/11/2017,10,C,2,0,jdocco0200nog
15065,DIVORCIO,s,0,06/08/2012,31/10/2017,01/02/2018,29/03/2018,31/10/2017,7,NA,2,0,jdofam0200pna
48274,MONITORIO EJECUTIVO,S,0,27/10/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,8,NA,2,33400.75,jdocco1002pna
33820,MONITORIO EJECUTIVO,S,0,27/10/2017,08/11/2017,24/11/2017,11/12/2017,08/11/2017,8,NA,2,20506.32,jdopaz0200pna
21569,ALIMENTOS,S,1,27/03/2017,01/08/2017,15/08/2017,31/08/2017,01/08/2017,1,F,5,0,jdofam0200pna
1468,MONITORIO EJECUTIVO,S,1,31/07/2017,06/11/2017,21/11/2017,NA,14/11/2017,7,NA,2,0,jdopaz0000fel
47412,EJECUCION DE HONORARIOS,S,0,09/08/2017,09/11/2017,27/11/2017,12/12/2017,09/11/2017,NA,NA,3,21660,jdocco1002pna
21595,DIVORCIO,S,0,31/05/2017,13/06/2017,24/08/2017,24/10/2017,13/06/2017,7,NA,2,0,jdofam0200pna
13644,MONITORIO EJECUTIVO,S,0,21/09/2017,26/10/2017,09/11/2017,NA,09/11/2017,8,NA,2,18018.32,jdopaz0000uru
46212,EJECUCION DE HONORARIOS,S,0,03/04/2017,30/11/2017,15/12/2017,01/02/2018,30/11/2017,NA,NA,2,15500,jdocco1001pna
12913/C/S1 Fº156,VIOLENCIA FAMILIAR,S,0,29/05/2017,02/11/2017,09/11/2017,17/11/2017,06/11/2017,7,F,1,0,jdofam0100uru
13816,ADOPCION PLENA,S,0,08/09/2016,15/06/2017,28/08/2017,26/10/2017,27/11/2017,NA,NA,3,0,jdofam0001gch
48160,MONITORIO APREMIO,S,0,23/10/2017,15/11/2017,01/12/2017,18/12/2017,15/11/2017,10,NA,2,0,jdocco1002pna
33963,MONITORIO APREMIO,S,0,08/11/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,8,NA,1,5494.72,jdopaz0200pna
4289,DIVORCIO,s,1,08/09/2017,14/11/2017,30/11/2017,15/12/2017,14/11/2017,7,f,2,0,jdofam0000vil
15358,ORDINARIO RESOLUCION DE CONTRATO,S,1,26/07/2016,19/05/2017,01/08/2017,27/09/2017,31/08/2017,10,NA,3,0,jdocco0600pna
16390,MONITORIO EJECUTIVO,S,0,12/10/2017,03/11/2017,21/11/2017,05/12/2017,06/11/2017,8,NA,2,8186.42,jdopaz0000con
33449,MONITORIO EJECUTIVO,s,0,30/10/2017,08/11/2017,23/11/2017,11/12/2017,08/11/2017,8,NA,1,2782.53,jdopaz0100pna
48217,MONITORIO EJECUTIVO,S,0,27/10/2017,29/11/2017,14/12/2017,29/12/2017,29/11/2017,8,NA,2,38536.64,jdocco1001pna
22213,DIVORCIO,S,0,31/10/2017,08/11/2017,09/02/2018,09/04/2018,08/11/2017,7,NA,2,0,jdofam0200pna
4956,MONITORIO APREMIO,S,0,22/11/2017,22/11/2017,06/12/2017,22/12/2017,23/11/2017,NA,NA,3,23580.9,jdopaz0000frl
20531,HOMOLOGACION DE CONVENIO (CIVIL),S,0,26/08/2016,15/09/2017,02/10/2017,17/10/2017,15/09/2017,2,NA,2,0,jdofam0200pna
2841-2,INCIDENTE TERCERIA DE DOMINIO,S,1,04/10/2017,07/11/2017,23/11/2017,07/12/2017,08/11/2017,NA,NA,1,0,jdocco0300gch
19465,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,29/03/2016,05/12/2017,13/12/2017,20/12/2017,05/12/2017,NA,NA,2,0,jdofam0100pna
5230,ORDINARIO DAÑOS Y PERJUICIOS,S,1,05/11/2014,24/10/2017,22/12/2017,22/03/2018,08/11/2017,NA,NA,4,0,jdocco0300gch
1823/17,VIOLENCIA DE GENERO,S,1,28/11/2017,29/11/2017,01/12/2017,NA,29/11/2017,7,FALSE,2,0,jdofam0201con
22288,HOMOLOGACION DE CONVENIO (CIVIL),S,0,21/11/2017,04/12/2017,19/12/2017,05/02/2018,01/12/2017,2,NA,2,0,jdofam0200pna
48294,MONITORIO EJECUTIVO,S,0,27/10/2017,24/11/2017,11/12/2017,26/12/2017,24/11/2017,8,NA,2,54770.1,jdocco1002pna
1482,MONITORIO EJECUTIVO,S,1,17/08/2017,01/11/2017,14/11/2017,NA,07/11/2017,7,NA,3,0,jdopaz0000fel
16283,MONITORIO EJECUTIVO,S,0,03/10/2017,07/11/2017,23/11/2017,07/12/2017,08/11/2017,8,NA,2,20200,jdopaz0000con
1406,MONITORIO EJECUTIVO,S,1,28/09/2017,25/10/2017,08/11/2017,22/11/2017,03/11/2017,7,C,1,0,jdopaz0000lpa
1758,ALIMENTOS,S,0,05/09/2017,07/11/2017,05/12/2017,08/02/2018,11/12/2017,NA,F,2,0,jdofam0000fel
4149,DIVORCIO,s,1,11/07/2017,08/11/2017,24/11/2017,11/12/2017,08/11/2017,1,f,1,0,jdofam0000vil
33931,MONITORIO EJECUTIVO,S,0,02/11/2017,27/11/2017,12/12/2017,27/12/2017,27/11/2017,8,NA,2,12500,jdopaz0200pna
13643,MONITORIO EJECUTIVO,S,0,21/09/2017,26/10/2017,09/11/2017,NA,09/11/2017,8,NA,2,9798.99,jdopaz0000uru
3229,TUTELA,S,0,17/08/2017,05/10/2017,20/10/2017,03/11/2017,23/11/2017,7,NA,2,0,jdofam0000lpa
4973,MONITORIO APREMIO,S,0,28/11/2017,28/11/2017,13/12/2017,29/12/2017,29/11/2017,NA,NA,3,5989.08,jdopaz0000frl
13700,MONITORIO EJECUTIVO,S,0,02/10/2017,26/10/2017,09/11/2017,NA,09/11/2017,8,NA,2,15961.45,jdopaz0000uru
